Hours;Load;Price;CO_2_eq;solar_pv
259;2.3784;156.72;802.56;0
260;2.3662;160.65;803.65;0
261;2.3198;157.62;791.34;0
262;2.1726;140.56;772.65;0
263;2.0089;138.14;775.37;0
264;1.8782;127.77;769.39;0
265;1.7605;102.08;764.33;0
266;1.7015;99.79;748.14;0
267;1.6666;99.44;742.58;0
268;1.6796;98.11;721.87;0
269;1.72;97.83;713.0;0
270;1.809;103.09;708.43;0
271;2.0747;125.05;722.98;0
272;2.2549;138.68;720.23;0
273;2.3241;140.56;700.14;20.5022
274;2.3352;135.83;660.41;42.7594
275;2.2814;113.08;621.35;22.6829
276;2.2925;113.08;605.29;30.4455
277;2.2872;113.08;609.17;28.3434
278;2.2926;125.54;646.11;25.3507
279;2.2664;131.11;672.41;2.23529
280;2.2806;130.22;684.59;0
281;2.3498;140.82;678.7;0
282;2.3775;138.69;676.84;0
283;2.3472;128.02;680.33;0
284;2.3416;141.81;689.22;0
285;2.2922;137.18;668.05;0
286;2.1399;116.06;654.34;0
287;1.9843;107.38;633.32;0
288;1.8397;97.84;627.79;0
289;1.7306;95.48;625.58;0
290;1.6748;91.87;624.33;0
291;1.6543;77.8;622.22;0
292;1.6463;84.17;641.49;0
293;1.6888;75.75;652.1;0
294;1.7771;95.49;671.14;0
295;2.0398;102.28;701.97;0
296;2.2324;128.55;720.59;0
297;2.3062;136.38;733.35;35.3511
298;2.3361;138.51;730.28;63.6432
299;2.3274;138.51;745.43;175.95
300;2.3444;138.52;753.85;194.364
301;2.3671;148.42;755.3;58.9032
302;2.359;149.17;760.06;65.3166
303;2.3223;147.2;756.33;0
304;2.3176;144.9;759.66;0
305;2.3537;142.23;753.52;0
306;2.3637;151.44;744.36;0
307;2.3281;149.19;737.35;0
308;2.32;149.18;724.62;0
309;2.2566;137.24;707.79;0
310;2.0998;101.41;698.1;0
311;1.9638;102.05;647.73;0
312;1.8409;96.25;614.87;0
313;1.73;86.04;608.26;0
314;1.6738;80.99;597.17;0
315;1.6408;70.32;604.88;0
316;1.6264;72.47;607.31;0
317;1.6241;72.19;616.73;0
318;1.6365;80.44;638.68;0
319;1.7196;94.17;662.96;0
320;1.7989;96.86;677.59;0
321;1.9002;97.51;681.92;36.5529
322;2.0033;97.51;666.47;75.7601
323;2.0506;97.51;659.86;30.5901
324;2.056;102.11;662.2;37.8423
325;2.0538;97.51;694.92;23.3594
326;2.0459;102.31;735.38;11.5318
327;2.0025;102.11;751.32;0
328;1.9776;102.1;728.99;0
329;2.0506;102.1;692.56;0
330;2.0755;112.86;655.79;0
331;2.0603;102.11;629.28;0
332;2.0213;97.51;612.7;0
333;1.9611;97.51;602.54;0
334;1.8516;96.91;575.28;0
335;1.7634;85.06;554.57;0
336;1.6377;70.35;568.73;0
337;1.5175;27.4;605.24;0
338;1.4204;27.23;617.43;0
339;1.3786;24.52;609.6;0
340;1.3533;24.54;612.87;0
341;1.3594;24.55;623.09;0
342;1.3834;28.55;613.21;0
343;1.4434;28.79;607.76;0
344;1.4887;41.75;606.4;0
345;1.5669;58.67;615.27;52.0246
346;1.6863;87.24;623.32;165.376
347;1.7719;87.26;628.18;118.434
348;1.829;93.63;654.69;14.81
349;1.8682;93.63;680.97;163.332
350;1.8967;95.19;689.15;237.306
351;1.8515;95.26;685.73;53.1368
352;1.8117;95.21;676.74;0
353;1.8565;89.61;657.46;0
354;1.8993;95.28;628.18;0
355;1.9168;95.22;606.79;0
356;1.9215;95.28;594.35;0
357;1.8864;95.12;586.47;0
358;1.8025;91.49;586.44;0
359;1.7237;82.42;583.61;0
360;1.6332;67.25;596.87;0
361;1.5538;72.55;603.62;0
362;1.522;72.61;613.73;0
363;1.5116;70.21;641.65;0
364;1.5179;74.14;686.09;0
365;1.5679;75.39;712.93;0
366;1.6853;87.0;764.94;0
367;1.9935;126.42;802.31;0
368;2.2201;167.47;806.46;0
369;2.3217;165.09;790.76;49.2586
370;2.3824;170.0;795.44;305.576
371;2.3786;157.88;799.3;145.224
372;2.38;155.01;807.54;14.28
373;2.3652;152.62;812.04;63.0781
374;2.3698;155.73;827.36;34.3548
375;2.3281;159.91;836.26;0
376;2.3166;173.87;808.26;0
377;2.3716;159.91;784.35;0
378;2.407;166.79;771.08;0
379;2.3689;156.28;781.8;0
380;2.3517;145.69;781.26;0
381;2.2884;127.86;783.35;0
382;2.1449;121.59;784.89;0
383;1.9965;117.05;786.98;0
384;1.8556;99.65;789.77;0
385;1.769;95.85;776.14;0
386;1.7023;93.57;767.29;0
387;1.6838;90.95;762.37;0
388;1.6771;90.79;767.16;0
389;1.7057;92.35;770.52;0
390;1.8026;97.79;796.37;0
391;2.0583;120.6;817.84;0
392;2.2394;148.7;823.43;0
393;2.3322;150.37;811.57;9.12591
394;2.3755;148.94;786.83;18.8932
395;2.377;129.67;764.01;30.6879
