Hours;Load;Price;CO_2_eq;solar_pv
349;1.807;6.93;17.67;6.36264
350;1.773;6.04;13.94;3.94003
351;1.753;6.09;13.78;0
352;1.741;19.1;14.29;0
353;1.639;27.43;13.41;0
354;1.657;30.9;17.89;0
355;1.657;27.61;25.75;0
356;1.684;25.9;32.2;0
357;1.568;12.47;32.61;0
358;1.439;20.79;36.02;0
359;1.382;31.04;31.93;0
360;1.557;32.38;34.94;0
361;1.651;35.35;36.57;0
362;1.639;36.13;37.52;0
363;1.617;36.13;35.65;0
364;1.494;38.57;31.45;0
365;1.308;41.81;28.31;0
366;1.545;45.59;15.62;0
367;1.534;66.81;14.52;0
368;1.546;86.63;14.61;0
369;1.532;89.34;14.39;0
370;1.458;90.96;14.85;39.855
371;1.476;98.73;14.63;8.33718
372;1.479;99.38;14.69;12.4715
373;1.4;90.0;14.44;9.31866
374;1.423;91.55;13.43;2.21575
375;1.441;89.4;13.09;0
376;1.478;89.89;13.08;0
377;1.457;89.46;13.38;0
378;1.428;88.39;14.37;0
379;1.43;87.38;14.61;0
380;1.319;80.04;14.59;0
381;1.371;65.91;14.61;0
382;1.289;59.69;14.71;0
383;1.018;51.24;21.07;0
384;1.03;46.52;19.44;0
385;1.067;47.13;21.62;0
386;0.974;42.94;17.36;0
387;1.107;42.15;14.09;0
388;1.144;40.8;14.87;0
389;1.207;41.62;15.61;0
390;1.208;45.75;14.89;0
391;1.204;60.17;14.58;0
392;1.279;70.87;14.1;0
393;1.536;73.37;13.89;0
394;1.616;72.62;13.95;6.06
395;1.727;73.95;14.26;181.922
396;1.866;75.27;14.94;112.734
397;1.733;75.45;15.32;31.7448
398;1.231;75.11;15.41;2.81338
399;1.297;72.21;16.07;0
400;1.495;75.57;15.69;0
401;1.499;76.03;15.26;0
402;1.552;76.56;14.36;0
403;1.666;73.46;14.67;0
404;1.681;67.19;15.26;0
405;1.604;60.14;16.1;0
406;1.635;53.73;17.29;0
407;1.669;47.42;17.76;0
408;1.405;43.34;21.52;0
409;1.387;39.85;23.7;0
410;1.334;38.74;26.14;0
411;1.298;38.69;24.71;0
412;1.364;38.32;18.58;0
413;1.358;42.7;18.07;0
414;1.438;52.07;16.81;0
415;1.404;66.8;16.64;0
416;1.521;79.2;16.2;0
417;1.47;82.56;16.2;0
418;1.417;82.51;15.98;86.5615
419;1.468;85.34;16.11;136.866
420;1.529;86.61;15.78;75.8826
421;1.535;84.41;15.55;42.8595
422;1.544;86.4;15.49;94.1007
423;1.588;88.84;15.41;0
424;1.574;89.2;15.37;0
425;1.594;95.06;15.41;0
426;1.583;89.9;15.12;0
427;1.609;85.42;14.83;0
428;1.568;84.59;13.47;0
429;1.313;83.93;13.43;0
430;1.153;87.21;13.42;0
431;1.433;82.29;13.97;0
432;1.342;75.77;15.78;0
433;1.261;83.56;16.35;0
434;1.298;83.08;17.25;0
435;1.267;82.7;17.72;0
436;1.244;84.92;17.69;0
437;1.3;92.84;17.29;0
438;1.31;104.96;16.92;0
439;1.497;118.22;17.09;0
440;1.442;149.62;16.57;0
441;1.424;159.93;16.59;0
442;1.484;155.88;16.57;98.7456
443;1.436;154.81;16.43;144.473
444;1.388;138.63;15.8;81.0555
445;1.427;146.47;16.02;44.5405
446;1.351;151.16;16.13;97.8505
447;1.374;155.35;16.28;0
448;1.402;170.33;16.07;0
449;1.44;180.33;15.99;0
450;1.42;173.75;16.1;0
451;1.488;156.61;15.82;0
452;1.459;151.55;15.81;0
453;1.337;145.65;15.56;0
454;1.271;143.66;15.22;0
455;1.308;119.0;15.77;0
456;1.223;106.21;15.67;0
457;1.349;97.89;15.9;0
458;1.253;89.93;15.71;0
459;1.22;84.49;15.84;0
460;1.228;82.69;16.03;0
461;1.386;84.13;15.91;0
462;1.474;83.45;15.56;0
463;1.404;95.09;15.34;0
464;1.419;91.32;15.45;0
465;1.35;99.12;15.34;0
466;1.304;91.08;15.36;94.2943
467;1.456;83.74;14.8;144.813
468;1.353;81.01;13.85;66.6721
469;1.284;78.39;14.77;56.6235
470;1.375;74.91;14.52;115.302
471;1.421;74.93;14.62;0
472;1.462;75.12;14.76;0
473;1.492;80.41;15.27;0
474;1.403;80.38;15.26;0
475;1.127;82.53;15.06;0
476;1.479;82.24;14.81;0
477;1.553;81.9;14.18;0
478;1.231;80.9;13.29;0
479;1.109;81.27;13.29;0
480;1.147;74.96;13.82;0
481;1.087;68.76;14.8;0
482;1.172;66.98;15.48;0
483;1.295;67.4;15.63;0
484;1.201;68.52;15.18;0
485;1.203;69.22;15.28;0
